Geo Point;Geo Shape;PTCAR ID;TAF/TAP code;Symbolic name;Abbreviation BTS French short;Abbreviation BTS Dutch short;Abbreviation BTS French complete;Abbreviation BTS Dutch complete;Short name in French;Short name in Dutch;Middle name in French;Middle name in Dutch;Complete name in French;Complete name in Dutch;Classification NL;Classification EN;Classification FR
50.45819475895926, 4.247606842005881;"{""coordinates"": [4.247606842005881, 50.45819475895926], ""type"": ""Point""}";862;BE00862;LMZ;MORLANWELZ;MORLANWELZ;MORLANWELZ;MORLANWELZ;Morlanwelz;Morlanwelz;Morlanwelz;Morlanwelz;Morlanwelz;Morlanwelz;Stopplaats;Stop in open track;Point d'arrêt
50.92110934791895, 3.21346951707641;"{""coordinates"": [3.21346951707641, 50.92110934791895], ""type"": ""Point""}";606;BE00606;LZG;IZEGEM;IZEGEM;IZEGEM;IZEGEM;Izegem;Izegem;Izegem;Izegem;Izegem;Izegem;Station;Station;Gare
51.15406191789155, 4.465214254147384;"{""coordinates"": [4.465214254147384, 51.15406191789155], ""type"": ""Point""}";590;BE00590;MHO;HOVE;HOVE;HOVE;HOVE;Hove;Hove;Hove;Hove;Hove;Hove;Stopplaats;Stop in open track;Point d'arrêt
50.56337539238289, 5.804595719150974;"{""coordinates"": [5.804595719150974, 50.56337539238289], ""type"": ""Point""}";957;BE00957;FPSC;PEPINST-CITE;PEPINST-CITE;PEPINSTER-CITE;PEPINSTER-CITE;Pepinst-Cité;Pepinst-Cité;Pepinster-Cité;Pepinster-Cité;Pepinster-Cité;Pepinster-Cité;Stopplaats;Stop in open track;Point d'arrêt
51.020057593681734, 3.764835020911601;"{""coordinates"": [3.764835020911601, 51.020057593681734], ""type"": ""Point""}";822;BE00822;FKR;MERELBEKE;MERELBEKE;MERELBEKE;MERELBEKE;Merelbeke;Merelbeke;Merelbeke;Merelbeke;Merelbeke;Merelbeke;Stopplaats;Stop in open track;Point d'arrêt
51.125420284993226, 4.340225752794691;"{""coordinates"": [4.340225752794691, 51.125420284993226], ""type"": ""Point""}";1066;BE01066;FC;SCHELLE;SCHELLE;SCHELLE;SCHELLE;Schelle;Schelle;Schelle;Schelle;Schelle;Schelle;Stopplaats;Stop in open track;Point d'arrêt
50.592425164448926, 4.667147778258966;"{""coordinates"": [4.667147778258966, 50.592425164448926], ""type"": ""Point""}";366;BE00366;MNG;ERNAGE;ERNAGE;ERNAGE;ERNAGE;Ernage;Ernage;Ernage;Ernage;Ernage;Ernage;Stopplaats;Stop in open track;Point d'arrêt
51.18508212954049, 4.184439116403614;"{""coordinates"": [4.184439116403614, 51.18508212954049], ""type"": ""Point""}";906;BE00906;FNU;NIEUWKERKEN;NIEUWKERKEN;NIEUWKERKEN-WAAS;NIEUWKERKEN-WAAS;Nieuwkerken;Nieuwkerken;Nieuwkerken-Waas;Nieuwkerken-Waas;Nieuwkerken-Waas;Nieuwkerken-Waas;Stopplaats;Stop in open track;Point d'arrêt
51.29470102888716, 3.194426918229498;"{""coordinates"": [3.194426918229498, 51.29470102888716], ""type"": ""Point""}";743;BE00743;FLW;LISSEWEGE;LISSEWEGE;LISSEWEGE;LISSEWEGE;Lissewege;Lissewege;Lissewege;Lissewege;Lissewege;Lissewege;Stopplaats;Stop in open track;Point d'arrêt
50.343363707549074, 5.061281004187228;"{""coordinates"": [5.061281004187228, 50.343363707549074], ""type"": ""Point""}";897;BE00897;MNT;NATOYE;NATOYE;NATOYE;NATOYE;Natoye;Natoye;Natoye;Natoye;Natoye;Natoye;Stopplaats;Stop in open track;Point d'arrêt
50.79221449555428, 4.331745965347926;"{""coordinates"": [4.331745965347926, 50.79221449555428], ""type"": ""Point""}";1167;BE01167;FTE;UCCLE-CALEV;UKKEL-KALEV;UCCLE-CALEVOET;UKKEL-KALEVOET;Uccle-Calev;Ukkel-Kalev;Uccle-Calevoet;Ukkel-Kalevoet;Uccle-Calevoet;Ukkel-Kalevoet;Stopplaats;Stop in open track;Point d'arrêt
50.60757597085545, 4.65013041163728;"{""coordinates"": [4.65013041163728, 50.60757597085545], ""type"": ""Point""}";261;BE00261;MC;CHASTRE;CHASTRE;CHASTRE;CHASTRE;Chastre;Chastre;Chastre;Chastre;Chastre;Chastre;Stopplaats;Stop in open track;Point d'arrêt
51.211527124043826, 5.310537299130095;"{""coordinates"": [5.310537299130095, 51.211527124043826], ""type"": ""Point""}";750;BE00750;LOL;LOMMEL;LOMMEL;LOMMEL;LOMMEL;Lommel;Lommel;Lommel;Lommel;Lommel;Lommel;Stopplaats;Stop in open track;Point d'arrêt
50.715533973277154, 4.383453531843166;"{""coordinates"": [4.383453531843166, 50.715533973277154], ""type"": ""Point""}";1218;BE01218;FWT;WATERLOO;WATERLOO;WATERLOO;WATERLOO;Waterloo;Waterloo;Waterloo;Waterloo;Waterloo;Waterloo;Stopplaats;Stop in open track;Point d'arrêt
51.01428356975301, 4.231399792037534;"{""coordinates"": [4.231399792037534, 51.01428356975301], ""type"": ""Point""}";781;BE00781;FMD;MALDEREN;MALDEREN;MALDEREN;MALDEREN;Malderen;Malderen;Malderen;Malderen;Malderen;Malderen;Stopplaats;Stop in open track;Point d'arrêt
51.081104584314794, 4.326980819832666;"{""coordinates"": [4.326980819832666, 51.081104584314794], ""type"": ""Point""}";1017;BE01017;FRBS;RUISBR-SAUV;RUISBR-SAUV;RUISBROEK-SAUVEGARDE;RUISBROEK-SAUVEGARDE;Ruisbr-Sauv;Ruisbr-Sauv;Ruisbroek-Sauvegarde;Ruisbroek-Sauvegarde;Ruisbroek-Sauvegarde;Ruisbroek-Sauvegarde;Stopplaats;Stop in open track;Point d'arrêt
50.99640059409282, 4.540771399949431;"{""coordinates"": [4.540771399949431, 50.99640059409282], ""type"": ""Point""}";566;BE00566;GHR;HEVER;HEVER;HEVER;HEVER;Hever;Hever;Hever;Hever;Hever;Hever;Stopplaats;Stop in open track;Point d'arrêt
50.873033681208796, 4.290747342200437;"{""coordinates"": [4.290747342200437, 50.873033681208796], ""type"": ""Point""}";243;BE00243;FBSG;BERCHEM-ST-A;ST-A-BERCHEM;BERCHEM-SAINTE-AGATHE;SINT-AGATHA-BERCHEM;Berchem-St-A;St-A-Berchem;Berchem-Ste-Agathe;Sint-Agatha-Berchem;Berchem-Sainte-Agathe;Sint-Agatha-Berchem;Stopplaats;Stop in open track;Point d'arrêt
50.5078636253228, 3.888447711073647;"{""coordinates"": [3.888447711073647, 50.5078636253228], ""type"": ""Point""}";364;BE00364;FIU;ERBISOEUL;ERBISOEUL;ERBISOEUL;ERBISOEUL;Erbisoeul;Erbisoeul;Erbisoeul;Erbisoeul;Erbisoeul;Erbisoeul;Stopplaats;Stop in open track;Point d'arrêt
50.85205607050756, 4.322817267052568;"{""coordinates"": [4.322817267052568, 50.85205607050756], ""type"": ""Point""}";223;BE00223;FBOW;BRUX-OUEST;BRUSS-WEST;BRUXELLES-OUEST;BRUSSEL-WEST;Brux-Ouest;Bruss-West;Bruxelles-Ouest;Brussel-West;Bruxelles-Ouest;Brussel-West;Station;Station;Gare
50.85712457162398, 4.054122152641436;"{""coordinates"": [4.054122152641436, 50.85712457162398], ""type"": ""Point""}";923;BE00923;FKO;OKEGEM;OKEGEM;OKEGEM;OKEGEM;Okegem;Okegem;Okegem;Okegem;Okegem;Okegem;Stopplaats;Stop in open track;Point d'arrêt
50.3913133463726, 5.880941145714396;"{""coordinates"": [5.880941145714396, 50.3913133463726], ""type"": ""Point""}";992;BE00992;COO;COO;COO;COO;COO;Coo;Coo;Coo;Coo;Coo;Coo;Stopplaats;Stop in open track;Point d'arrêt
50.76636810390514, 4.302343410248635;"{""coordinates"": [4.302343410248635, 50.76636810390514], ""type"": ""Point""}";128;BE00128;GBB;BEERSEL;BEERSEL;BEERSEL;BEERSEL;Beersel;Beersel;Beersel;Beersel;Beersel;Beersel;Stopplaats;Stop in open track;Point d'arrêt
50.55197706629923, 4.720151428541858;"{""coordinates"": [4.720151428541858, 50.55197706629923], ""type"": ""Point""}";754;BE00754;MLZ;LONZEE;LONZEE;LONZEE;LONZEE;Lonzée;Lonzée;Lonzée;Lonzée;Lonzée;Lonzée;Stopplaats;Stop in open track;Point d'arrêt
50.91484341700642, 3.254708319352296;"{""coordinates"": [3.254708319352296, 50.91484341700642], ""type"": ""Point""}";604;BE00604;FNM;INGELMUNSTER;INGELMUNSTER;INGELMUNSTER;INGELMUNSTER;Ingelmunster;Ingelmunster;Ingelmunster;Ingelmunster;Ingelmunster;Ingelmunster;Stopplaats;Stop in open track;Point d'arrêt
51.4275703117922, 4.463422810773211;"{""coordinates"": [4.463422810773211, 51.4275703117922], ""type"": ""Point""}";1244;BE01244;GWD;WILDERT;WILDERT;WILDERT;WILDERT;Wildert;Wildert;Wildert;Wildert;Wildert;Wildert;Stopplaats;Stop in open track;Point d'arrêt
50.6593132895864, 4.569055560535676;"{""coordinates"": [4.569055560535676, 50.6593132895864], ""type"": ""Point""}";252;BE00252;MCM;CEROUX-MOUST;CEROUX-MOUST;CEROUX-MOUSTY;CEROUX-MOUSTY;Céroux-Moust;Céroux-Moust;Céroux-Mousty;Céroux-Mousty;Céroux-Mousty;Céroux-Mousty;Stopplaats;Stop in open track;Point d'arrêt
50.63769826896919, 5.844119847694029;"{""coordinates"": [5.844119847694029, 50.63769826896919], ""type"": ""Point""}";853;BE00853;LTI;THIMISTER-CL;THIMISTER-CL;THIMISTER-CLERMONT;THIMISTER-CLERMONT;Thimister-Cl;Thimister-Cl;Thimister-Clermont;Thimister-Clermont;Thimister-Clermont;Thimister-Clermont;Rooster;Grid;Gril
51.21081691002794, 3.799829048137098;"{""coordinates"": [3.799829048137098, 51.21081691002794], ""type"": ""Point""}";1732;BE01732;FZZGR;ZELZATE-GR;ZELZATE-GR;ZELZATE-GRENS;ZELZATE-GRENS;Zelzate-Gr;Zelzate-Gr;Zelzate-Grens;Zelzate-Grens;Zelzate-Grens;Zelzate-Grens;Netgrens;8;Frontière du réseau
51.30135382403183, 4.339173061319523;"{""coordinates"": [4.339173061319523, 51.30135382403183], ""type"": ""Point""}";1556;BE01556;YOLIL;Y.O.LILLO;Y.O.LILLO;Y.OOST DRIEHOEK LILLO;Y.OOST DRIEHOEK LILLO;Y.O.Lillo;Y.O.Lillo;Y.Oost Dr.Lillo;Y.Oost Dr.Lillo;Y.Oost Driehoek Lillo;Y.Oost Driehoek Lillo;Vertakking;Junction;Bifurcation
50.799355620897664, 4.301613548494579;"{""coordinates"": [4.301613548494579, 50.799355620897664], ""type"": ""Point""}";1611;BE01611;YRUBR;Y.RUISBROEK;Y.RUISBROEK;Y.RUISBROEK;Y.RUISBROEK;Y.Ruisbroek;Y.Ruisbroek;Y.Ruisbroek;Y.Ruisbroek;Y.Ruisbroek;Y.Ruisbroek;Vertakking;Junction;Bifurcation
50.88350887032009, 4.481587510182695;"{""coordinates"": [4.481587510182695, 50.88350887032009], ""type"": ""Point""}";1641;BE01641;YFZA;Y.ZAVENTEM;Y.ZAVENTEM;Y.ZAVENTEM;Y.ZAVENTEM;Y.Zaventem;Y.Zaventem;Y.Zaventem;Y.Zaventem;Y.Zaventem;Y.Zaventem;Vertakking;Junction;Bifurcation
51.3093015853945, 4.341110186512785;"{""coordinates"": [4.341110186512785, 51.3093015853945], ""type"": ""Point""}";1644;BE01644;YWAHK;Y.WALENHOEK;Y.WALENHOEK;Y.WALENHOEK;Y.WALENHOEK;Y.Walenhoek;Y.Walenhoek;Y.Walenhoek;Y.Walenhoek;Y.Walenhoek;Y.Walenhoek;Vertakking;Junction;Bifurcation
51.29554429416346, 4.36107569141348;"{""coordinates"": [4.36107569141348, 51.29554429416346], ""type"": ""Point""}";50;BE00050;FNDG9;ANTW-ND-G9H9;ANTW-ND-G9H9;ANTWERPEN-NOORD-BLOK G9-H9;ANTWERPEN-NOORD-BLOK G9-H9;Antw-Nd-G9H9;Antw-Nd-G9H9;Antw-Nd-Blok G9-H9;Antw-Nd-Blok G9-H9;Antwerpen-Noord-Blok G9-H9;Antwerpen-Noord-Blok G9-H9;Rooster;Grid;Gril
50.888951436843996, 4.408535403559564;"{""coordinates"": [4.408535403559564, 50.888951436843996], ""type"": ""Point""}";1120;BE01120;FSRR;SCHAERB-GR.R;SCHAARB-GR.R;SCHAERBEEK-GROUPE R;SCHAARBEEK-GROEP R;Schaerb-Gr.R;Schaarb-Gr.R;Schaerbeek-Groupe R;Schaarbeek-Groep R;Schaerbeek-Groupe R;Schaarbeek-Groep R;Station;Station;Gare
50.258623307603074, 4.435775728291916;"{""coordinates"": [4.435775728291916, 50.258623307603074], ""type"": ""Point""}";1207;BE01207;LWC;WALCOURT;WALCOURT;WALCOURT;WALCOURT;Walcourt;Walcourt;Walcourt;Walcourt;Walcourt;Walcourt;Station;Station;Gare
50.671773574303224, 4.570373990520092;"{""coordinates"": [4.570373990520092, 50.671773574303224], ""type"": ""Point""}";936;BE00936;LT;OTTIGNIES;OTTIGNIES;OTTIGNIES;OTTIGNIES;Ottignies;Ottignies;Ottignies;Ottignies;Ottignies;Ottignies;Station;Station;Gare
51.32327000158529, 4.938189995120822;"{""coordinates"": [4.938189995120822, 51.32327000158529], ""type"": ""Point""}";1161;BE01161;FTR;TURNHOUT;TURNHOUT;TURNHOUT;TURNHOUT;Turnhout;Turnhout;Turnhout;Turnhout;Turnhout;Turnhout;Station;Station;Gare
50.60835327318151, 5.614856781125281;"{""coordinates"": [5.614856781125281, 50.60835327318151], ""type"": ""Point""}";266;BE00266;FCH;CHENEE;CHENEE;CHENEE;CHENEE;Chênée;Chênée;Chênée;Chênée;Chênée;Chênée;Station;Station;Gare
51.389739416824185, 4.466700911173807;"{""coordinates"": [4.466700911173807, 51.389739416824185], ""type"": ""Point""}";630;BE00630;FKTH;KALMTHOUT;KALMTHOUT;KALMTHOUT;KALMTHOUT;Kalmthout;Kalmthout;Kalmthout;Kalmthout;Kalmthout;Kalmthout;Station;Station;Gare
51.469098771660335, 4.448910215416983;"{""coordinates"": [4.448910215416983, 51.469098771660335], ""type"": ""Point""}";377;BE00377;FESGR;ESSEN-GRENS;ESSEN-GRENS;ESSEN-GRENS;ESSEN-GRENS;Essen-Grens;Essen-Grens;Essen-Grens;Essen-Grens;Essen-Grens;Essen-Grens;Netgrens;8;Frontière du réseau
50.45256323711496, 3.885169785310784;"{""coordinates"": [3.885169785310784, 50.45256323711496], ""type"": ""Point""}";615;BE00615;FJM;JEMAPPES;JEMAPPES;JEMAPPES;JEMAPPES;Jemappes;Jemappes;Jemappes;Jemappes;Jemappes;Jemappes;Station;Station;Gare
50.85959959838314, 4.361252318634824;"{""coordinates"": [4.361252318634824, 50.85959959838314], ""type"": ""Point""}";221;BE00221;FBN;BRUX-NORD;BRUSS-NOORD;BRUXELLES-NORD;BRUSSEL-NOORD;Brux-Nord;Bruss-Noord;Bruxelles-Nord;Brussel-Noord;Bruxelles-Nord;Brussel-Noord;Station;Station;Gare
50.59463893442038, 5.456315954565175;"{""coordinates"": [5.456315954565175, 50.59463893442038], ""type"": ""Point""}";402;BE00402;LFH;FLEMALLE-HTE;FLEMALLE-HTE;FLEMALLE-HAUTE;FLEMALLE-HAUTE;Flémalle-Hte;Flémalle-Hte;Flémalle-Haute;Flémalle-Haute;Flémalle-Haute;Flémalle-Haute;Station;Station;Gare
51.13604368651541, 4.561775772658214;"{""coordinates"": [4.561775772658214, 51.13604368651541], ""type"": ""Point""}";732;BE00732;FLR;LIER;LIER;LIER;LIER;Lierre;Lier;Lierre;Lier;Lierre;Lier;Station;Station;Gare
50.469456482159366, 4.173994685302219;"{""coordinates"": [4.173994685302219, 50.469456482159366], ""type"": ""Point""}";1613;BE01613;YSTVA;Y.ST-VAAST;Y.ST-VAAST;Y.SAINT-VAAST;Y.SAINT-VAAST;Y.St-Vaast;Y.St-Vaast;Y.Saint-Vaast;Y.Saint-Vaast;Y.Saint-Vaast;Y.Saint-Vaast;Vertakking;Junction;Bifurcation
51.04005123578279, 3.687987169995358;"{""coordinates"": [3.687987169995358, 51.04005123578279], ""type"": ""Point""}";1624;BE01624;RSNBR;GENT-SNEPBR;GENT-SNEPBR;GENT-ROOSTER SNEPBRUG;GENT-ROOSTER SNEPBRUG;Gent-Snepbr;Gent-Snepbr;Gent-R.Snepbrug;Gent-R.Snepbrug;Gent-Rooster Snepbrug;Gent-Rooster Snepbrug;Rooster;Grid;Gril
50.86611370004746, 4.364155779256233;"{""coordinates"": [4.364155779256233, 50.86611370004746], ""type"": ""Point""}";241;BE00241;RFBNF;BRUXELL-ND-F;BRUSSEL-ND-F;BRUXELLES-NORD-GRIL F;BRUSSEL-NOORD-ROOSTER F;Bruxell-Nd-F;Brussel-Nd-F;Bruxelles-Nd-Gril F;Brussel-Nd-Rooster F;Bruxelles-Nord-Gril F;Brussel-Noord-Rooster F;Rooster;Grid;Gril
50.885939411734306, 4.46794075837166;"{""coordinates"": [4.46794075837166, 50.885939411734306], ""type"": ""Point""}";1285;BE01285;FZAPQ;ZAVENTEM-P/Q;ZAVENTEM-P/Q;ZAVENTEM-ROOSTER P/Q;ZAVENTEM-ROOSTER P/Q;Zaventem-P/Q;Zaventem-P/Q;Zaventem-Rooster P/Q;Zaventem-Rooster P/Q;Zaventem-Rooster P/Q;Zaventem-Rooster P/Q;Rooster;Grid;Gril
51.21101786541174, 4.290969472294216;"{""coordinates"": [4.290969472294216, 51.21101786541174], ""type"": ""Point""}";1807;BE01807;YMSLE;Y.MELSELE;Y.MELSELE;Y.MELSELE;Y.MELSELE;Y.Melsele;Y.Melsele;Y.Melsele;Y.Melsele;Y.Melsele;Y.Melsele;Vertakking;Junction;Bifurcation
51.26698746729479, 4.279190348731118;"{""coordinates"": [4.279190348731118, 51.26698746729479], ""type"": ""Point""}";1810;BE01810;YKTNO;Y.KETENIS-O;Y.KETENIS-O;Y.KETENIS-OOST;Y.KETENIS-OOST;Y.Ketenis-O;Y.Ketenis-O;Y.Ketenis-Oost;Y.Ketenis-Oost;Y.Ketenis-Oost;Y.Ketenis-Oost;Vertakking;Junction;Bifurcation
50.51454882340554, 4.220301515410705;"{""coordinates"": [4.220301515410705, 50.51454882340554], ""type"": ""Point""}";1531;BE01531;YFFM;Y.FAMILLEUR;Y.FAMILLEUR;Y.FAMILLEUREUX;Y.FAMILLEUREUX;Y.Familleur;Y.Familleur;Y.Familleureux;Y.Familleureux;Y.Familleureux;Y.Familleureux;Vertakking;Junction;Bifurcation
50.85515810741871, 3.606325629666232;"{""coordinates"": [3.606325629666232, 50.85515810741871], ""type"": ""Point""}";1534;BE01534;YEINE;Y.EINE;Y.EINE;Y.EINE;Y.EINE;Y.Eine;Y.Eine;Y.Eine;Y.Eine;Y.Eine;Y.Eine;Vertakking;Junction;Bifurcation
51.01329401334824, 4.415647769142333;"{""coordinates"": [4.415647769142333, 51.01329401334824], ""type"": ""Point""}";1544;BE01544;YHEIK;Y.HEIKE;Y.HEIKE;Y.HEIKE;Y.HEIKE;Y.Heike;Y.Heike;Y.Heike;Y.Heike;Y.Heike;Y.Heike;Vertakking;Junction;Bifurcation
51.030011706650285, 4.490206757525486;"{""coordinates"": [4.490206757525486, 51.030011706650285], ""type"": ""Point""}";811;BE00811;LNK;NEKKERSPOEL;NEKKERSPOEL;MECHELEN-NEKKERSPOEL;MECHELEN-NEKKERSPOEL;Nekkerspoel;Nekkerspoel;Malines-Nekkerspoel;Mechelen-Nekkerspoel;Malines-Nekkerspoel;Mechelen-Nekkerspoel;Station;Station;Gare
50.55627228101702, 4.220923355812272;"{""coordinates"": [4.220923355812272, 50.55627228101702], ""type"": ""Point""}";1294;BE01294;RBPCH;R.BP CHEMIC;R.BP CHEMIC;RACC.BP CHEMICALS;RACC.BP CHEMICALS;R.BP Chemic;R.BP Chemic;Racc.BP Chemicals;Racc.BP Chemicals;Racc.BP Chemicals;Racc.BP Chemicals;Verbinding;Connection;Raccordement
50.91888443909009, 5.49923498060577;"{""coordinates"": [5.49923498060577, 50.91888443909009], ""type"": ""Point""}";1303;BE01303;RKGZF;GENK-IN ZD F;GENK-IN ZD F;GENK-ZUID-LO-INRIT ZUID FORD;GENK-ZUID-LO-INRIT ZUID FORD;Genk-In Zd F;Genk-In Zd F;Genk-Inrit Zd FORD;Genk-Inrit Zd FORD;Genk-Zuid-LO-Inrit Zuid FORD;Genk-Zuid-LO-Inrit Zuid FORD;Andere;Other;Autre
51.03649755387239, 4.490836096632229;"{""coordinates"": [4.490836096632229, 51.03649755387239], ""type"": ""Point""}";40;BE00040;FMDST;MECH-DIJKSTR;MECH-DIJKSTR;MECHELEN-DIJKSTRAAT;MECHELEN-DIJKSTRAAT;Mech-Dijkstr;Mech-Dijkstr;Mechelen-Dijkstraat;Mechelen-Dijkstraat;Mechelen-Dijkstraat;Mechelen-Dijkstraat;Rooster;Grid;Gril
50.5635703922857, 5.363657172165476;"{""coordinates"": [5.363657172165476, 50.5635703922857], ""type"": ""Point""}";1333;BE01333;RMGMW;R.MGM-WINT;R.MGM-WINT;RACC.MGM-WINTERS;RACC.MGM-WINTERS;R.MGM-Wint;R.MGM-Wint;Racc.MGM-Winters;Racc.MGM-Winters;Racc.MGM-Winters;Racc.MGM-Winters;Verbinding;Connection;Raccordement
51.254468206121636, 4.205296128378987;"{""coordinates"": [4.205296128378987, 51.254468206121636], ""type"": ""Point""}";1340;BE01340;YHNDP;Y.HAANDORP;Y.HAANDORP;Y.HAANDORP;Y.HAANDORP;Y.Haandorp;Y.Haandorp;Y.Haandorp;Y.Haandorp;Y.Haandorp;Y.Haandorp;Vertakking;Junction;Bifurcation
51.077144617847274, 3.751844035099737;"{""coordinates"": [3.751844035099737, 51.077144617847274], ""type"": ""Point""}";65;BE00065;YBNDS;Y.BERNADETTE;Y.BERNADETTE;Y.BERNADETTESTRAAT;Y.BERNADETTESTRAAT;Y.Bernadette;Y.Bernadette;Y.Bernadettestraat;Y.Bernadettestraat;Y.Bernadettestraat;Y.Bernadettestraat;Vertakking;Junction;Bifurcation
51.2489446461797, 4.387721851448124;"{""coordinates"": [4.387721851448124, 51.2489446461797], ""type"": ""Point""}";92;BE00092;YAMRK;Y.AMERIKA;Y.AMERIKA;Y.AMERIKA;Y.AMERIKA;Y.Amerika;Y.Amerika;Y.Amerika;Y.Amerika;Y.Amerika;Y.Amerika;Vertakking;Junction;Bifurcation
50.78415112982486, 4.341374082674727;"{""coordinates"": [4.341374082674727, 50.78415112982486], ""type"": ""Point""}";1567;BE01567;YLKHL;Y.LINK-HALLE;Y.LINK-HALLE;Y.LINKEBEEK-HALLE;Y.LINKEBEEK-HALLE;Y.Link-Halle;Y.Link-Halle;Y.Linkebeek-Halle;Y.Linkebeek-Halle;Y.Linkebeek-Halle;Y.Linkebeek-Halle;Vertakking;Junction;Bifurcation
51.1290229744546, 4.488599079768374;"{""coordinates"": [4.488599079768374, 51.1290229744546], ""type"": ""Point""}";1568;BE01568;YLINT;Y.LINT;Y.LINT;Y.LINT;Y.LINT;Y.Lint;Y.Lint;Y.Lint;Y.Lint;Y.Lint;Y.Lint;Vertakking;Junction;Bifurcation
50.653380847584735, 4.585628215237461;"{""coordinates"": [4.585628215237461, 50.653380847584735], ""type"": ""Point""}";1570;BE01570;YLNO;Y.LOUV-LA-N;Y.LOUV-LA-N;Y.LOUVAIN-LA-NEUVE;Y.LOUVAIN-LA-NEUVE;Y.Louv-la-N;Y.Louv-la-N;Y.Louvain-la-Neuve;Y.Louvain-la-Neuve;Y.Louvain-la-Neuve;Y.Louvain-la-Neuve;Vertakking;Junction;Bifurcation
50.41486278585258, 4.391533890113458;"{""coordinates"": [4.391533890113458, 50.41486278585258], ""type"": ""Point""}";1573;BE01573;YMTNT;Y.MARTINET;Y.MARTINET;Y.MARTINET;Y.MARTINET;Y.Martinet;Y.Martinet;Y.Martinet;Y.Martinet;Y.Martinet;Y.Martinet;Vertakking;Junction;Bifurcation
50.864848809920964, 4.724307228105507;"{""coordinates"": [4.724307228105507, 50.864848809920964], ""type"": ""Point""}";1576;BE01576;YMLBK;Y.MOLENBEEK;Y.MOLENBEEK;Y.MOLENBEEK;Y.MOLENBEEK;Y.Molenbeek;Y.Molenbeek;Y.Molenbeek;Y.Molenbeek;Y.Molenbeek;Y.Molenbeek;Vertakking;Junction;Bifurcation
50.24244452596003, 4.916954243598672;"{""coordinates"": [4.916954243598672, 50.24244452596003], ""type"": ""Point""}";1580;BE01580;YNFFE;Y.NEFFE;Y.NEFFE;Y.NEFFE;Y.NEFFE;Y.Neffe;Y.Neffe;Y.Neffe;Y.Neffe;Y.Neffe;Y.Neffe;Vertakking;Junction;Bifurcation
50.53589492854213, 3.918252329550494;"{""coordinates"": [3.918252329550494, 50.53589492854213], ""type"": ""Point""}";280;BE00280;PN78;PN 78;PN 78;COURBE DE JURBISE-PN 78;COURBE DE JURBISE-PN 78;PN 78;PN 78;Courbe Jurbise-PN 78;Courbe Jurbise-PN 78;Courbe de Jurbise-PN 78;Courbe de Jurbise-PN 78;Rooster;Grid;Gril
51.29892746343384, 4.337819422191377;"{""coordinates"": [4.337819422191377, 51.29892746343384], ""type"": ""Point""}";1381;BE01381;YWLIL;Y.W.LILLO;Y.W.LILLO;Y.WEST DRIEHOEK LILLO;Y.WEST DRIEHOEK LILLO;Y.W.Lillo;Y.W.Lillo;Y.West Dr.Lillo;Y.West Dr.Lillo;Y.West Driehoek Lillo;Y.West Driehoek Lillo;Vertakking;Junction;Bifurcation
50.402988048419836, 4.407723840259991;"{""coordinates"": [4.407723840259991, 50.402988048419836], ""type"": ""Point""}";693;BE00693;LLS;LA SAMBRE;LA SAMBRE;LA SAMBRE;LA SAMBRE;La Sambre;La Sambre;La Sambre;La Sambre;La Sambre;La Sambre;Rooster;Grid;Gril
49.793032717576985, 5.498816915946619;"{""coordinates"": [5.498816915946619, 49.793032717576985], ""type"": ""Point""}";696;BE00696;MLV;LAVAUX;LAVAUX;LAVAUX;LAVAUX;Lavaux;Lavaux;Lavaux;Lavaux;Lavaux;Lavaux;Rooster;Grid;Gril
50.48461328869556, 3.794412085085145;"{""coordinates"": [3.794412085085145, 50.48461328869556], ""type"": ""Point""}";1361;BE01361;RPOLY;R.POLYOL;R.POLYOL;RACC.POLYOL;RACC.POLYOL;R.Polyol;R.Polyol;Racc.Polyol;Racc.Polyol;Racc.Polyol;Racc.Polyol;Verbinding;Connection;Raccordement
50.80933918507363, 3.227222029845416;"{""coordinates"": [3.227222029845416, 50.80933918507363], ""type"": ""Point""}";116;BE00116;LKRLN;KORTRIJK-RLN;KORTRIJK-RLN;KORTRIJK-RINGLAAN;KORTRIJK-RINGLAAN;Kortrijk-Rln;Kortrijk-Rln;Kortrijk-Ringlaan;Kortrijk-Ringlaan;Kortrijk-Ringlaan;Kortrijk-Ringlaan;Rooster;Grid;Gril
51.300993497356274, 4.335622660219842;"{""coordinates"": [4.335622660219842, 51.300993497356274], ""type"": ""Point""}";1382;BE01382;YNLIL;Y.N.LILLO;Y.N.LILLO;Y.NOORD DRIEHOEK LILLO;Y.NOORD DRIEHOEK LILLO;Y.N.Lillo;Y.N.Lillo;Y.Noord Dr.Lillo;Y.Noord Dr.Lillo;Y.Noord Driehoek Lillo;Y.Noord Driehoek Lillo;Vertakking;Junction;Bifurcation
51.18466474034449, 3.224491418337755;"{""coordinates"": [3.224491418337755, 51.18466474034449], ""type"": ""Point""}";1510;BE01510;RFRE;BRUGGE-E;BRUGGE-E;BRUGGE-ROOSTER E;BRUGGE-ROOSTER E;Brugge-E;Brugge-E;Brugge-Rooster E;Brugge-Rooster E;Brugge-Rooster E;Brugge-Rooster E;Rooster;Grid;Gril
